,start_x,start_y,start_z,timestamp_end,end_x,end_y,end_z,target_size
47,0.0,-0.09999999999999995,0.17320508075688773,13,0.0,0.10000000000000002,-0.1732050807568877,0.05
48,0.0,0.10000000000000002,-0.1732050807568877,14,0.0,-0.17320508075688773,0.09999999999999998,0.05
49,0.0,-0.17320508075688773,0.09999999999999998,13,0.0,0.17320508075688765,-0.10000000000000007,0.05
50,0.0,0.17320508075688765,-0.10000000000000007,14,0.0,-0.19999999999999998,2.4492935982947062e-17,0.05
51,0.0,-0.19999999999999998,2.4492935982947062e-17,13,0.0,0.19999999999999998,-4.8985871965894125e-17,0.05
52,0.0,0.19999999999999998,-4.8985871965894125e-17,12,0.0,0.2598076211353316,0.14999999999999997,0.05
53,0.0,0.2598076211353316,0.14999999999999997,15,0.0,-0.25980762113533157,-0.15000000000000002,0.05
54,0.0,-0.25980762113533157,-0.15000000000000002,12,0.0,0.15000000000000002,0.25980762113533157,0.05
55,0.0,0.15000000000000002,0.25980762113533157,17,0.0,-0.15000000000000013,-0.2598076211353315,0.05
56,0.0,-0.15000000000000013,-0.2598076211353315,14,0.0,1.8369701987210297e-17,0.3,0.05
57,0.0,1.8369701987210297e-17,0.3,13,0.0,-5.510910596163089e-17,-0.3,0.05
58,0.0,-5.510910596163089e-17,-0.3,15,0.0,-0.14999999999999994,0.2598076211353316,0.05
59,0.0,-0.14999999999999994,0.2598076211353316,14,0.0,0.15000000000000002,-0.25980762113533157,0.05
60,0.0,0.15000000000000002,-0.25980762113533157,80,0.0,-0.2598076211353316,0.14999999999999997,0.05
61,0.0,-0.2598076211353316,0.14999999999999997,80,0.0,0.2598076211353315,-0.15000000000000013,0.05
62,0.0,0.2598076211353315,-0.15000000000000013,15,0.0,-0.3,3.6739403974420595e-17,0.05
63,0.0,-0.3,3.6739403974420595e-17,15,0.0,0.3,-7.347880794884119e-17,0.05
64,0.0,0.3,-7.347880794884119e-17,13,0.0,0.08660254037844387,0.04999999999999999,0.07500000000000001
65,0.0,0.08660254037844387,0.04999999999999999,10,0.0,-0.08660254037844385,-0.05000000000000001,0.07500000000000001
66,0.0,-0.08660254037844385,-0.05000000000000001,10,0.0,0.05000000000000001,0.08660254037844385,0.07500000000000001
67,0.0,0.05000000000000001,0.08660254037844385,10,0.0,-0.05000000000000004,-0.08660254037844382,0.07500000000000001
68,0.0,-0.05000000000000004,-0.08660254037844382,10,0.0,6.1232339957367656e-18,0.09999999999999999,0.07500000000000001
69,0.0,6.1232339957367656e-18,0.09999999999999999,10,0.0,-1.8369701987210294e-17,-0.09999999999999999,0.07500000000000001
70,0.0,-1.8369701987210294e-17,-0.09999999999999999,11,0.0,-0.049999999999999975,0.08660254037844387,0.07500000000000001
71,0.0,-0.049999999999999975,0.08660254037844387,10,0.0,0.05000000000000001,-0.08660254037844385,0.07500000000000001
72,0.0,0.05000000000000001,-0.08660254037844385,10,0.0,-0.08660254037844387,0.04999999999999999,0.07500000000000001
73,0.0,-0.08660254037844387,0.04999999999999999,10,0.0,0.08660254037844382,-0.05000000000000004,0.07500000000000001
74,0.0,0.08660254037844382,-0.05000000000000004,10,0.0,-0.09999999999999999,1.2246467991473531e-17,0.07500000000000001
75,0.0,-0.09999999999999999,1.2246467991473531e-17,10,0.0,0.09999999999999999,-2.4492935982947062e-17,0.07500000000000001
76,0.0,0.09999999999999999,-2.4492935982947062e-17,10,0.0,0.17320508075688773,0.09999999999999998,0.07500000000000001
77,0.0,0.17320508075688773,0.09999999999999998,12,0.0,-0.1732050807568877,-0.10000000000000002,0.07500000000000001
78,0.0,-0.1732050807568877,-0.10000000000000002,11,0.0,0.10000000000000002,0.1732050807568877,0.07500000000000001
79,0.0,0.10000000000000002,0.1732050807568877,12,0.0,-0.10000000000000007,-0.17320508075688765,0.07500000000000001
80,0.0,-0.10000000000000007,-0.17320508075688765,12,0.0,1.2246467991473531e-17,0.19999999999999998,0.07500000000000001
81,0.0,1.2246467991473531e-17,0.19999999999999998,12,0.0,-3.673940397442059e-17,-0.19999999999999998,0.07500000000000001
82,0.0,-3.673940397442059e-17,-0.19999999999999998,13,0.0,-0.09999999999999995,0.17320508075688773,0.07500000000000001
83,0.0,-0.09999999999999995,0.17320508075688773,13,0.0,0.10000000000000002,-0.1732050807568877,0.07500000000000001
84,0.0,0.10000000000000002,-0.1732050807568877,13,0.0,-0.17320508075688773,0.09999999999999998,0.07500000000000001
85,0.0,-0.17320508075688773,0.09999999999999998,13,0.0,0.17320508075688765,-0.10000000000000007,0.07500000000000001
86,0.0,0.17320508075688765,-0.10000000000000007,13,0.0,-0.19999999999999998,2.4492935982947062e-17,0.07500000000000001
87,0.0,-0.19999999999999998,2.4492935982947062e-17,12,0.0,0.19999999999999998,-4.8985871965894125e-17,0.07500000000000001
88,0.0,0.19999999999999998,-4.8985871965894125e-17,23,0.0,0.2598076211353316,0.14999999999999997,0.07500000000000001
89,0.0,0.2598076211353316,0.14999999999999997,13,0.0,-0.25980762113533157,-0.15000000000000002,0.07500000000000001
90,0.0,-0.25980762113533157,-0.15000000000000002,12,0.0,0.15000000000000002,0.25980762113533157,0.07500000000000001
91,0.0,0.15000000000000002,0.25980762113533157,13,0.0,-0.15000000000000013,-0.2598076211353315,0.07500000000000001
92,0.0,-0.15000000000000013,-0.2598076211353315,13,0.0,1.8369701987210297e-17,0.3,0.07500000000000001
93,0.0,1.8369701987210297e-17,0.3,13,0.0,-5.510910596163089e-17,-0.3,0.07500000000000001
94,0.0,-5.510910596163089e-17,-0.3,14,0.0,-0.14999999999999994,0.2598076211353316,0.07500000000000001
95,0.0,-0.14999999999999994,0.2598076211353316,14,0.0,0.15000000000000002,-0.25980762113533157,0.07500000000000001
96,0.0,0.15000000000000002,-0.25980762113533157,80,0.0,-0.2598076211353316,0.14999999999999997,0.07500000000000001
97,0.0,-0.2598076211353316,0.14999999999999997,80,0.0,0.2598076211353315,-0.15000000000000013,0.07500000000000001
98,0.0,0.2598076211353315,-0.15000000000000013,14,0.0,-0.3,3.6739403974420595e-17,0.07500000000000001
99,0.0,-0.3,3.6739403974420595e-17,14,0.0,0.3,-7.347880794884119e-17,0.07500000000000001
100,0.0,0.3,-7.347880794884119e-17,19,0.0,0.08660254037844387,0.04999999999999999,0.025
101,0.0,0.08660254037844387,0.04999999999999999,15,0.0,-0.08660254037844385,-0.05000000000000001,0.025
102,0.0,-0.08660254037844385,-0.05000000000000001,14,0.0,0.05000000000000001,0.08660254037844385,0.025
103,0.0,0.05000000000000001,0.08660254037844385,21,0.0,-0.05000000000000004,-0.08660254037844382,0.025
104,0.0,-0.05000000000000004,-0.08660254037844382,13,0.0,6.1232339957367656e-18,0.09999999999999999,0.025
105,0.0,6.1232339957367656e-18,0.09999999999999999,13,0.0,-1.8369701987210294e-17,-0.09999999999999999,0.025
106,0.0,-1.8369701987210294e-17,-0.09999999999999999,13,0.0,-0.049999999999999975,0.08660254037844387,0.025
107,0.0,-0.049999999999999975,0.08660254037844387,13,0.0,0.05000000000000001,-0.08660254037844385,0.025
108,0.0,0.05000000000000001,-0.08660254037844385,15,0.0,-0.08660254037844387,0.04999999999999999,0.025
