,start_x,start_y,start_z,timestamp_end,end_x,end_y,end_z,target_size
1,0.0,-0.08660254037844387,0.04999999999999999,23,0.0,0.08660254037844382,-0.05000000000000004,0.025
2,0.0,0.08660254037844382,-0.05000000000000004,15,0.0,-0.09999999999999999,1.2246467991473531e-17,0.025
3,0.0,-0.09999999999999999,1.2246467991473531e-17,23,0.0,0.09999999999999999,-2.4492935982947062e-17,0.025
4,0.0,0.09999999999999999,-2.4492935982947062e-17,13,0.0,0.17320508075688773,0.09999999999999998,0.025
5,0.0,0.17320508075688773,0.09999999999999998,16,0.0,-0.1732050807568877,-0.10000000000000002,0.025
6,0.0,-0.1732050807568877,-0.10000000000000002,19,0.0,0.10000000000000002,0.1732050807568877,0.025
7,0.0,0.10000000000000002,0.1732050807568877,15,0.0,-0.10000000000000007,-0.17320508075688765,0.025
8,0.0,-0.10000000000000007,-0.17320508075688765,16,0.0,1.2246467991473531e-17,0.19999999999999998,0.025
9,0.0,1.2246467991473531e-17,0.19999999999999998,16,0.0,-3.673940397442059e-17,-0.19999999999999998,0.025
10,0.0,-3.673940397442059e-17,-0.19999999999999998,17,0.0,-0.09999999999999995,0.17320508075688773,0.025
11,0.0,-0.09999999999999995,0.17320508075688773,24,0.0,0.10000000000000002,-0.1732050807568877,0.025
12,0.0,0.10000000000000002,-0.1732050807568877,18,0.0,-0.17320508075688773,0.09999999999999998,0.025
13,0.0,-0.17320508075688773,0.09999999999999998,17,0.0,0.17320508075688765,-0.10000000000000007,0.025
14,0.0,0.17320508075688765,-0.10000000000000007,18,0.0,-0.19999999999999998,2.4492935982947062e-17,0.025
15,0.0,-0.19999999999999998,2.4492935982947062e-17,17,0.0,0.19999999999999998,-4.8985871965894125e-17,0.025
16,0.0,0.19999999999999998,-4.8985871965894125e-17,16,0.0,0.2598076211353316,0.14999999999999997,0.025
17,0.0,0.2598076211353316,0.14999999999999997,80,0.0,-0.25980762113533157,-0.15000000000000002,0.025
18,0.0,-0.25980762113533157,-0.15000000000000002,80,0.0,0.15000000000000002,0.25980762113533157,0.025
19,0.0,0.15000000000000002,0.25980762113533157,35,0.0,-0.15000000000000013,-0.2598076211353315,0.025
20,0.0,-0.15000000000000013,-0.2598076211353315,17,0.0,1.8369701987210297e-17,0.3,0.025
21,0.0,1.8369701987210297e-17,0.3,35,0.0,-5.510910596163089e-17,-0.3,0.025
22,0.0,-5.510910596163089e-17,-0.3,20,0.0,-0.14999999999999994,0.2598076211353316,0.025
23,0.0,-0.14999999999999994,0.2598076211353316,27,0.0,0.15000000000000002,-0.25980762113533157,0.025
24,0.0,0.15000000000000002,-0.25980762113533157,80,0.0,-0.2598076211353316,0.14999999999999997,0.025
25,0.0,-0.2598076211353316,0.14999999999999997,80,0.0,0.2598076211353315,-0.15000000000000013,0.025
26,0.0,0.2598076211353315,-0.15000000000000013,80,0.0,-0.3,3.6739403974420595e-17,0.025
27,0.0,-0.3,3.6739403974420595e-17,80,0.0,0.3,-7.347880794884119e-17,0.025
28,0.0,0.3,-7.347880794884119e-17,13,0.0,0.08660254037844387,0.04999999999999999,0.05
29,0.0,0.08660254037844387,0.04999999999999999,22,0.0,-0.08660254037844385,-0.05000000000000001,0.05
30,0.0,-0.08660254037844385,-0.05000000000000001,10,0.0,0.05000000000000001,0.08660254037844385,0.05
31,0.0,0.05000000000000001,0.08660254037844385,11,0.0,-0.05000000000000004,-0.08660254037844382,0.05
32,0.0,-0.05000000000000004,-0.08660254037844382,12,0.0,6.1232339957367656e-18,0.09999999999999999,0.05
33,0.0,6.1232339957367656e-18,0.09999999999999999,12,0.0,-1.8369701987210294e-17,-0.09999999999999999,0.05
34,0.0,-1.8369701987210294e-17,-0.09999999999999999,12,0.0,-0.049999999999999975,0.08660254037844387,0.05
35,0.0,-0.049999999999999975,0.08660254037844387,11,0.0,0.05000000000000001,-0.08660254037844385,0.05
36,0.0,0.05000000000000001,-0.08660254037844385,12,0.0,-0.08660254037844387,0.04999999999999999,0.05
37,0.0,-0.08660254037844387,0.04999999999999999,11,0.0,0.08660254037844382,-0.05000000000000004,0.05
38,0.0,0.08660254037844382,-0.05000000000000004,11,0.0,-0.09999999999999999,1.2246467991473531e-17,0.05
39,0.0,-0.09999999999999999,1.2246467991473531e-17,10,0.0,0.09999999999999999,-2.4492935982947062e-17,0.05
40,0.0,0.09999999999999999,-2.4492935982947062e-17,10,0.0,0.17320508075688773,0.09999999999999998,0.05
41,0.0,0.17320508075688773,0.09999999999999998,12,0.0,-0.1732050807568877,-0.10000000000000002,0.05
42,0.0,-0.1732050807568877,-0.10000000000000002,12,0.0,0.10000000000000002,0.1732050807568877,0.05
43,0.0,0.10000000000000002,0.1732050807568877,12,0.0,-0.10000000000000007,-0.17320508075688765,0.05
44,0.0,-0.10000000000000007,-0.17320508075688765,13,0.0,1.2246467991473531e-17,0.19999999999999998,0.05
45,0.0,1.2246467991473531e-17,0.19999999999999998,13,0.0,-3.673940397442059e-17,-0.19999999999999998,0.05
46,0.0,-3.673940397442059e-17,-0.19999999999999998,13,0.0,-0.09999999999999995,0.17320508075688773,0.05
