,timestamp_start,start_x,start_y,start_z,timestamp_end,end_x,end_y,end_z,target_size
1,2024-12-27 12:33:21.894331,0.0,-0.08181818181818178,0.14171324789199907,2024-12-27 12:33:28.477621,0.0,0.21818181818181817,0.0,0.08333333333333334
2,2024-12-27 12:33:28.478396,0.0,0.21818181818181817,0.0,2024-12-27 12:33:33.194313,0.0,-0.06818181818181815,0.11809437324333254,0.1
3,2024-12-27 12:33:33.195227,0.0,-0.06818181818181815,0.11809437324333254,2024-12-27 12:33:38.302780,0.0,-5.510910596163089e-17,-0.3,0.11666666666666667
4,2024-12-27 12:33:38.303663,0.0,-5.510910596163089e-17,-0.3,2024-12-27 12:33:43.365286,0.0,0.11809437324333254,0.06818181818181816,0.08333333333333334
5,2024-12-27 12:33:43.366180,0.0,0.11809437324333254,0.06818181818181816,2024-12-27 12:33:48.873672,0.0,-0.2727272727272727,3.3399458158564173e-17,0.13333333333333333
6,2024-12-27 12:33:48.874526,0.0,-0.2727272727272727,3.3399458158564173e-17,2024-12-27 12:33:55.289757,0.0,0.236188746486665,-0.13636363636363646,0.05
7,2024-12-27 12:33:55.290595,0.0,0.236188746486665,-0.13636363636363646,2024-12-27 12:34:00.554372,0.0,-0.12272727272727284,-0.2125698718379985,0.08333333333333334
8,2024-12-27 12:34:00.555233,0.0,-0.12272727272727284,-0.2125698718379985,2024-12-27 12:34:05.495854,0.0,0.24545454545454545,0.0,0.11666666666666667
9,2024-12-27 12:34:05.496694,0.0,0.24545454545454545,0.0,2024-12-27 12:34:10.629632,0.0,-0.08181818181818182,1.0019837447569254e-17,0.11666666666666667
10,2024-12-27 12:34:10.630554,0.0,-0.08181818181818182,1.0019837447569254e-17,2024-12-27 12:34:15.691440,0.0,-0.06818181818181815,0.11809437324333254,0.06666666666666667
11,2024-12-27 12:34:15.692322,0.0,-0.06818181818181815,0.11809437324333254,2024-12-27 12:34:22.612622,0.0,0.3,0.0,0.05
12,2024-12-27 12:34:22.613476,0.0,0.3,0.0,2024-12-27 12:34:28.159381,0.0,-0.12272727272727284,-0.2125698718379985,0.08333333333333334
13,2024-12-27 12:34:28.160224,0.0,-0.12272727272727284,-0.2125698718379985,2024-12-27 12:34:32.856392,0.0,0.13636363636363635,0.0,0.11666666666666667
14,2024-12-27 12:34:32.857255,0.0,0.13636363636363635,0.0,2024-12-27 12:34:37.538479,0.0,-0.10909090909090904,0.18895099718933206,0.13333333333333333
15,2024-12-27 12:34:37.539356,0.0,-0.10909090909090904,0.18895099718933206,2024-12-27 12:34:42.409870,0.0,-4.007934979027701e-17,-0.21818181818181817,0.08333333333333334
16,2024-12-27 12:34:42.410786,0.0,-4.007934979027701e-17,-0.21818181818181817,2024-12-27 12:34:47.212926,0.0,0.18895099718933206,0.10909090909090907,0.11666666666666667
17,2024-12-27 12:34:47.213813,0.0,0.18895099718933206,0.10909090909090907,2024-12-27 12:34:52.441237,0.0,-0.1363636363636363,0.23618874648666507,0.13333333333333333
18,2024-12-27 12:34:52.442073,0.0,-0.1363636363636363,0.23618874648666507,2024-12-27 12:34:57.084626,0.0,0.07085662394599951,-0.040909090909090944,0.11666666666666667
19,2024-12-27 12:34:57.085551,0.0,0.07085662394599951,-0.040909090909090944,2024-12-27 12:35:02.266034,0.0,-0.14999999999999994,0.2598076211353316,0.1
20,2024-12-27 12:35:02.266914,0.0,-0.14999999999999994,0.2598076211353316,2024-12-27 12:35:07.916185,0.0,0.13636363636363638,-0.23618874648666505,0.05
21,2024-12-27 12:35:07.917023,0.0,0.13636363636363638,-0.23618874648666505,2024-12-27 12:35:14.201333,0.0,-0.18895099718933206,-0.10909090909090911,0.05
22,2024-12-27 12:35:14.202243,0.0,-0.18895099718933206,-0.10909090909090911,2024-12-27 12:35:19.351997,0.0,0.13636363636363638,0.23618874648666505,0.1
23,2024-12-27 12:35:19.352845,0.0,0.13636363636363638,0.23618874648666505,2024-12-27 12:35:24.045475,0.0,-0.16363636363636364,2.0039674895138508e-17,0.1
24,2024-12-27 12:35:24.046300,0.0,-0.16363636363636364,2.0039674895138508e-17,2024-12-27 12:35:28.675175,0.0,0.23618874648666507,0.13636363636363633,0.11666666666666667
25,2024-12-27 12:35:28.676038,0.0,0.23618874648666507,0.13636363636363633,2024-12-27 12:35:34.310044,0.0,-0.08181818181818178,0.14171324789199907,0.06666666666666667
26,2024-12-27 12:35:34.310927,0.0,-0.08181818181818178,0.14171324789199907,2024-12-27 12:35:42.811328,0.0,0.08181818181818183,-0.14171324789199904,0.05
27,2024-12-27 12:35:42.812190,0.0,0.08181818181818183,-0.14171324789199904,2024-12-27 12:35:47.307470,0.0,-0.23618874648666505,-0.13636363636363638,0.13333333333333333
28,2024-12-27 12:35:47.308348,0.0,-0.23618874648666505,-0.13636363636363638,2024-12-27 12:35:51.850846,0.0,3.3399458158564178e-18,0.05454545454545454,0.06666666666666667
29,2024-12-27 12:35:51.851791,0.0,3.3399458158564178e-18,0.05454545454545454,2024-12-27 12:35:56.745453,0.0,0.2598076211353315,-0.15000000000000013,0.11666666666666667
30,2024-12-27 12:35:56.746278,0.0,0.2598076211353315,-0.15000000000000013,2024-12-27 12:36:00.783439,0.0,0.01363636363636364,0.023618874648666507,0.13333333333333333
31,2024-12-27 12:36:00.784348,0.0,0.01363636363636364,0.023618874648666507,2024-12-27 12:36:05.257587,0.0,-0.1909090909090909,2.3379620710994924e-17,0.11666666666666667
